"SessionId","SeatsRemaining","CostPerTicket","State","Booked","Location","Available","Brand","Occupancy","MovieName","Mode","LastUpdatedOn","TotalCost","Screen","Showtime"
"12603167","309","20$ approx","NSW","39","Liverpool","307","Event Cinemas","11.3%","Pathaan - Hindi","Auto","31/01/2023 11:56:04 AM","780 $","12","Tue 31 January 2:30 PM"
"12603177","209","20$ approx","NSW","138","Liverpool","207","Event Cinemas","40%","Pathaan - Hindi","Auto","31/01/2023 11:56:04 AM","2760 $","11","Tue 31 January 6:00 PM"
"12621750","262","20$ approx","NSW","20","Liverpool","258","Event Cinemas","7.2%","Pathaan - Hindi","Auto","31/01/2023 11:56:04 AM","400 $","10","Tue 31 January 7:00 PM"
"12597266","190","20$ approx","NSW","23","Glendale","188","Event Cinemas","10.9%","Pathaan - Hindi","Auto","31/01/2023 11:56:05 AM","460 $","3","Tue 31 January 8:50 PM"
"12595911","284","20$ approx","NSW","27","Castle Hill","282","Event Cinemas","8.7%","Pathaan - Hindi","Auto","31/01/2023 11:56:06 AM","540 $","2","Tue 31 January 2:40 PM"
"12595921","203","20$ approx","NSW","108","Castle Hill","201","Event Cinemas","35%","Pathaan - Hindi","Auto","31/01/2023 11:56:06 AM","2160 $","2","Tue 31 January 5:50 PM"
"12593849","15","20$ approx","NSW","31","Castle Hill","15","Event Cinemas","67.4%","Pathaan - Hindi","Auto","31/01/2023 11:56:07 AM","620 $","1","Tue 31 January 8:50 PM"
"12595933","218","20$ approx","NSW","93","Castle Hill","216","Event Cinemas","30.1%","Pathaan - Hindi","Auto","31/01/2023 11:56:07 AM","1860 $","2","Tue 31 January 9:00 PM"
"12595149","167","20$ approx","NSW","37","Macquarie Park","161","Event Cinemas","18.7%","Pathaan - Hindi","Auto","31/01/2023 11:56:08 AM","740 $","13","Tue 31 January 5:40 PM"
"12595164","157","20$ approx","NSW","43","Macquarie Park","155","Event Cinemas","21.7%","Pathaan - Hindi","Auto","31/01/2023 11:56:08 AM","860 $","13","Tue 31 January 8:50 PM"
"12599726","69","20$ approx","NSW","79","Burwood","56","Event Cinemas","58.5%","Pathaan - Hindi","Auto","31/01/2023 11:56:09 AM","1580 $","11","Tue 31 January 2:00 PM"
"12599742","45","20$ approx","NSW","129","Burwood","44","Event Cinemas","74.6%","Pathaan - Hindi","Auto","31/01/2023 11:56:09 AM","2580 $","3","Tue 31 January 6:00 PM"
"12599752","85","20$ approx","NSW","127","Burwood","80","Event Cinemas","61.4%","Pathaan - Hindi","Auto","31/01/2023 11:56:09 AM","2540 $","8","Tue 31 January 8:15 PM"
"12599086","121","20$ approx","NSW","37","Hornsby","119","Event Cinemas","23.7%","Pathaan - Hindi","Auto","31/01/2023 11:56:10 AM","740 $","8","Tue 31 January 5:40 PM"
"12599098","133","20$ approx","NSW","25","Hornsby","131","Event Cinemas","16%","Pathaan - Hindi","Auto","31/01/2023 11:56:10 AM","500 $","8","Tue 31 January 8:50 PM"
"12600975","86","20$ approx","NSW","111","Campbelltown","84","Event Cinemas","56.9%","Pathaan - Hindi","Auto","31/01/2023 11:56:11 AM","2220 $","6","Tue 31 January 5:50 PM"
"12610244","232","20$ approx","NSW","82","Campbelltown","222","Event Cinemas","27%","Pathaan - Hindi","Auto","31/01/2023 11:56:11 AM","1640 $","3","Tue 31 January 6:45 PM"
"12609009","59","20$ approx","NSW","43","Parramatta","61","Event Cinemas","41.3%","Pathaan - Hindi","Auto","31/01/2023 11:56:11 AM","860 $","1","Tue 31 January 1:20 PM"
"12597741","261","20$ approx","NSW","87","Parramatta","252","Event Cinemas","25.7%","Pathaan - Hindi","Auto","31/01/2023 11:56:12 AM","1740 $","6","Tue 31 January 2:40 PM"
"12594257",,"20$ approx",,"0",,"0","Event Cinemas","0%",,"Auto","31/01/2023 11:56:12 AM","0 $",,
"12609010","184","20$ approx","NSW","213","Parramatta","177","Event Cinemas","54.6%","Pathaan - Hindi","Auto","31/01/2023 11:56:12 AM","4260 $","1","Tue 31 January 5:45 PM"
"12594261","6","20$ approx","NSW","34","Parramatta","6","Event Cinemas","85%","Pathaan - Hindi","Auto","31/01/2023 11:56:12 AM","680 $","2","Tue 31 January 8:50 PM"
"12609012","270","20$ approx","NSW","129","Parramatta","261","Event Cinemas","33.1%","Pathaan - Hindi","Auto","31/01/2023 11:56:13 AM","2580 $","1","Tue 31 January 9:00 PM"
"12596892","114","20$ approx","NSW","27","Ryde","112","Event Cinemas","19.4%","Pathaan - Hindi","Auto","31/01/2023 11:56:13 AM","540 $","4","Tue 31 January 6:00 PM"
"12607768","122","20$ approx","NSW","19","Ryde","120","Event Cinemas","13.7%","Pathaan - Hindi","Auto","31/01/2023 11:56:14 AM","380 $","4","Tue 31 January 9:05 PM"
"12610193","155","20$ approx","NSW","30","Hurstville","145","Event Cinemas","17.1%","Pathaan - Hindi","Auto","31/01/2023 11:56:14 AM","600 $","3","Tue 31 January 2:40 PM"
"12596641","94","20$ approx","NSW","86","Hurstville","89","Event Cinemas","49.1%","Pathaan - Hindi","Auto","31/01/2023 11:56:14 AM","1720 $","3","Tue 31 January 5:40 PM"
"12610140","94","20$ approx","NSW","42","Hurstville","89","Event Cinemas","32.1%","Pathaan - Hindi","Auto","31/01/2023 11:56:15 AM","840 $","7","Tue 31 January 7:00 PM"
"12596649","98","20$ approx","NSW","82","Hurstville","93","Event Cinemas","46.9%","Pathaan - Hindi","Auto","31/01/2023 11:56:15 AM","1640 $","3","Tue 31 January 8:50 PM"
"12609066","235","20$ approx","NSW","87","Hurstville","227","Event Cinemas","27.7%","Pathaan - Hindi","Auto","31/01/2023 11:56:16 AM","1740 $","1","Tue 31 January 9:30 PM"
"12601605","229","20$ approx","NSW","23","Tuggerah","224","Event Cinemas","9.3%","Pathaan - Hindi","Auto","31/01/2023 11:56:16 AM","460 $","3","Tue 31 January 9:00 PM"
